,Index1,Metro_Num
3707,5091,1
3708,5092,2
3709,5093,1
3710,5094,1
3711,5100,2
3712,5101,2
3713,5103,4
3714,5104,2
3715,5106,3
3716,5109,1
3717,5110,2
3718,5111,2
3719,5112,1
3720,5114,1
3721,5115,1
3722,5116,1
3723,5117,1
3724,5118,1
3725,5119,1
3726,5120,1
3727,5121,1
3728,5122,1
3729,5123,2
3730,5124,1
3731,5125,1
3732,5126,4
3733,5127,2
3734,5132,2
3735,5134,2
3736,5135,1
3737,5136,2
3738,5137,1
3739,5138,5
3740,5139,1
3741,5140,3
3742,5141,1
3743,5143,2
3744,5144,1
3745,5145,2
3746,5148,2
3747,5149,1
3748,5150,1
3749,5152,4
3750,5153,2
3751,5154,1
3752,5155,1
3753,5158,2
3754,5161,2
3755,5163,1
3756,5164,1
3757,5170,1
3758,5171,2
3759,5172,2
3760,5174,1
3761,5175,1
3762,5176,1
3763,5177,1
3764,5178,1
3765,5179,1
3766,5181,2
3767,5183,2
3768,5184,1
3769,5187,1
3770,5188,1
3771,5189,1
3772,5191,1
3773,5192,1
3774,5193,1
3775,5194,3
3776,5195,1
3777,5196,2
3778,5197,1
3779,5200,1
3780,5201,1
3781,5202,1
3782,5204,1
3783,5205,1
3784,5206,1
3785,5207,2
3786,5209,2
3787,5210,4
3788,5211,4
3789,5212,4
3790,5213,4
3791,5214,1
3792,5215,1
3793,5216,1
3794,5217,2
3795,5218,1
3796,5219,2
3797,5221,1
3798,5223,2
3799,5225,2
3800,5229,2
3801,5230,1
3802,5231,1
3803,5233,1
3804,5234,2
3805,5235,2
3806,5239,1
3807,5240,1
3808,5241,1
3809,5242,1
3810,5243,1
3811,5244,1
3812,5245,1
3813,5246,1
3814,5247,1
3815,5250,2
3816,5252,3
3817,5253,1
3818,5254,1
3819,5256,2
3820,5257,4
3821,5259,2
3822,5263,1
3823,5264,5
3824,5265,5
3825,5266,4
3826,5269,2
3827,5270,2
3828,5272,3
3829,5273,3
3830,5277,1
3831,5278,2
3832,5279,2
3833,5280,5
3834,5281,1
3835,5282,2
3836,5283,2
3837,5285,1
3838,5286,1
3839,5287,3
3840,5289,2
3841,5291,1
3842,5293,1
3843,5294,2
3844,5296,5
3845,5297,2
3846,5298,2
3847,5299,2
3848,5300,2
3849,5301,2
3850,5302,2
3851,5303,2
3852,5304,2
3853,5305,2
3854,5306,2
3855,5307,2
3856,5308,2
3857,5309,2
3858,5310,2
3859,5311,2
3860,5312,2
3861,5313,1
3862,5314,1
3863,5315,1
3864,5317,3
3865,5319,2
3866,5320,2
3867,5322,2
3868,5323,1
3869,5324,1
3870,5325,4
3871,5326,2
3872,5327,2
3873,5328,2
3874,5329,2
3875,5330,2
3876,5331,2
3877,5332,2
3878,5333,3
3879,5334,1
3880,5336,4
3881,5337,1
3882,5338,1
3883,5341,2
3884,5342,2
3885,5343,2
3886,5344,1
3887,5345,1
3888,5346,4
3889,5347,2
3890,5348,2
3891,5349,2
3892,5350,2
3893,5351,4
3894,5352,4
3895,5355,1
3896,5357,1
3897,5358,2
3898,5359,2
3899,5362,3
3900,5363,1
3901,5364,2
3902,5365,2
3903,5366,2
3904,5367,2
3905,5368,1
3906,5369,2
3907,5370,2
3908,5371,2
3909,5372,1
3910,5373,2
3911,5374,1
3912,5384,1
3913,5385,1
3914,5387,1
3915,5388,1
3916,5389,1
3917,5390,1
3918,5391,1
3919,5392,1
3920,5393,1
3921,5394,1
3922,5395,1
3923,5396,5
3924,5397,5
3925,5398,4
3926,5399,4
3927,5403,1
3928,5406,1
3929,5407,5
3930,5409,1
3931,5412,1
3932,5419,4
3933,5421,1
3934,5424,1
3935,5425,1
3936,5426,3
3937,5428,1
3938,5429,4
3939,5432,1
3940,5433,1
3941,5436,2
3942,5453,1
3943,5454,2
3944,5455,1
3945,5456,2
3946,5457,2
3947,5459,2
3948,5460,2
3949,5462,2
3950,5463,4
3951,5465,1
3952,5466,4
3953,5467,2
3954,5471,2
3955,5472,4
3956,5473,2
3957,5478,1
3958,5481,5
3959,5482,2
3960,5483,2
3961,5484,2
3962,5485,2
3963,5486,2
3964,5487,2
3965,5488,2
3966,5489,2
3967,5490,2
3968,5491,2
3969,5492,2
3970,5493,2
3971,5494,2
3972,5495,2
3973,5496,1
3974,5497,1
3975,5498,1
3976,5501,5
3977,5503,1
3978,5508,3
3979,5509,3
3980,5510,3
3981,5511,3
3982,5512,3
